Codigo,SubElemento,Pago,RP_Pago
0536,33905901,"R$ 10.978,00","R$ 954,00"
2004,33909293,"R$ 10.992,84","R$ 0,00"
2004,33909308,"R$ 1.418.435,88","R$ 127.581,09"
2004,33909601,"R$ 0,00","R$ 0,00"
212B,33900421,"R$ 191.766,52","R$ 23.129,00"
212B,33900422,"R$ 9.581,85","R$ 1.813,65"
212B,33900423,"R$ 24.144,28","R$ 4.134,14"
212B,33900801,"R$ 17.833,98","R$ 0,00"
212B,33900803,"R$ 109.624,64","R$ 0,00"
212B,33900805,"R$ 14.503,50","R$ 1.318,50"
212B,33900809,"R$ 547.513,65","R$ 48.535,20"
212B,33904601,"R$ 7.074.041,10","R$ 647.667,54"
212B,33904901,"R$ 2.568.645,10","R$ 248.692,54"
212B,33909208,"R$ 659,25","R$ 0,00"
212B,33909249,"R$ 66.232,90","R$ 0,00"
00M0,33504108,"R$ 0,00","R$ 0,00"
00PW,33504108,"R$ 0,00","R$ 0,00"
00PW,33504108,"R$ 24.637,77","R$ 0,00"
00PW,33504108,"R$ 0,00","R$ 0,00"
00PW,33504108,"R$ 2.175,00","R$ 0,00"
00PW,33504108,"R$ 10.000,69","R$ 0,00"
00PW,33504108,"R$ 0,00","R$ 0,00"
00PW,33504108,"R$ 250,00","R$ 0,00"
00PW,33504108,"R$ 0,00","R$ 0,00"
00PW,33504108,"R$ 0,00","R$ 0,00"
00PW,33504108,"R$ 0,00","R$ 0,00"
00PW,33504108,"R$ 650,00","R$ 0,00"
00PW,33504108,"R$ 500,00","R$ 0,00"
00PW,33504108,"R$ 1.300,00","R$ 0,00"
00PW,33504108,"R$ 10.920,00","R$ 5.460,00"
00PW,33504108,"R$ 4.990,00","R$ 0,00"
00PW,33504108,"R$ 0,00","R$ 0,00"
00PW,33504108,"R$ 300,90","R$ 0,00"
00PW,33504108,"R$ 0,00","R$ 0,00"
20RK,33504108,"R$ 1.500,00","R$ 0,00"
00OQ,33804101,"R$ 5.071,13","R$ 0,00"
00OQ,33804101,"R$ 0,00","R$ 0,00"
20RK,33901414,"R$ 76.731,90","R$ 0,00"
20RK,33901416,"R$ 54.264,87","R$ 0,00"
4002,33901801,"R$ 11.200,00","R$ 0,00"
4002,33901801,"R$ 4.455.420,00","R$ 400,00"
20GK,33901801,"R$ 4.811.800,00","R$ 400,00"
20RK,33901801,"R$ 840,00","R$ 0,00"
20RK,33901804,"R$ 12.826,00","R$ 0,00"
20RK,33901804,"R$ 13.850,00","R$ 0,00"
20GK,33902001,"R$ 0,00","R$ 0,00"
20RK,33902001,"R$ 48.955,00","R$ 0,00"
20RK,33902001,"R$ 0,00","R$ 12.000,00"
20RK,33903001,"R$ 84.414,47","R$ 0,00"
20RK,33903004,"R$ 0,00","R$ 0,00"
20RK,33903004,"R$ 5.593,00","R$ 0,00"
20RK,33903007,"R$ 0,00","R$ 0,00"
20RK,33903007,"R$ 20.767,30","R$ 39.841,90"
8282,33903011,"R$ 0,00","R$ 8.064,00"
20GK,33903011,"R$ 0,00","R$ 125.907,51"
20RK,33903011,"R$ 0,00","R$ 0,00"
20RK,33903011,"R$ 4.394,08","R$ 1.435,00"
20RK,33903014,"R$ 0,00","R$ 5.500,00"
20RK,33903014,"R$ 244,93","R$ 0,00"
20RK,33903015,"R$ 0,00","R$ 58,00"
20GK,33903016,"R$ 0,00","R$ 313,08"
20RK,33903016,"R$ 0,00","R$ 0,00"
20RK,33903016,"R$ 0,00","R$ 2.184,10"
20RK,33903016,"R$ 121.069,38","R$ 398,69"
20GK,33903017,"R$ 0,00","R$ 159,78"
20RK,33903017,"R$ 0,00","R$ 1.580,00"
20RK,33903017,"R$ 0,00","R$ 0,00"
20RK,33903017,"R$ 3.100,92","R$ 0,00"
20RK,33903019,"R$ 0,00","R$ 2.139,00"
20RK,33903019,"R$ 19.037,00","R$ 0,00"
20RK,33903020,"R$ 0,00","R$ 0,00"
20RK,33903021,"R$ 4.659,19","R$ 0,00"
8282,33903022,"R$ 53.131,76","R$ 0,00"
20GK,33903022,"R$ 0,00","R$ 0,00"
20RK,33903022,"R$ 0,00","R$ 0,00"
20RK,33903022,"R$ 0,00","R$ 0,00"
20RK,33903022,"R$ 5.312,52","R$ 13.888,45"
8282,33903023,"R$ 0,00","R$ 448,50"
20RK,33903023,"R$ 0,00","R$ 170,00"
20RK,33903023,"R$ 4.184,51","R$ 0,00"
4002,33903024,"R$ 0,00","R$ 0,00"
20GK,33903024,"R$ 0,00","R$ 0,00"
20RK,33903024,"R$ 0,00","R$ 18.124,60"
20RK,33903024,"R$ 0,00","R$ 0,00"
20RK,33903024,"R$ 12.574,27","R$ 24.602,74"
20RK,33903025,"R$ 15.980,00","R$ 0,00"
8282,33903026,"R$ 0,00","R$ 1.178,05"
20GK,33903026,"R$ 0,00","R$ 166,56"
20RK,33903026,"R$ 0,00","R$ 0,00"
20RK,33903026,"R$ 0,00","R$ 4.524,00"
20RK,33903026,"R$ 0,00","R$ 0,00"
20RK,33903026,"R$ 0,00","R$ 0,00"
20RK,33903026,"R$ 51.510,04","R$ 11.064,54"
20RK,33903028,"R$ 0,00","R$ 0,00"
20RK,33903028,"R$ 6.276,40","R$ 0,00"
20RK,33903029,"R$ 0,00","R$ 2.507,37"
20RK,33903030,"R$ 0,00","R$ 0,00"
20GK,33903035,"R$ 0,00","R$ 11.054,00"
20RK,33903035,"R$ 0,00","R$ 0,00"
20RK,33903035,"R$ 9.422,80","R$ 1.611,33"
20RK,33903036,"R$ 0,00","R$ 0,00"
20RK,33903042,"R$ 35,00","R$ 0,00"
4572,33903044,"R$ 0,00","R$ 7.600,00"
20RK,33903044,"R$ 0,00","R$ 0,00"
20RK,33903044,"R$ 173,07","R$ 0,00"
20RK,33903050,"R$ 0,00","R$ 5.380,00"
20RK,33903096,"R$ 0,00","R$ 0,00"
4086,33903098,"R$ 0,00","R$ 0,00"
4572,33903301,"R$ 0,00","R$ 8.326,38"
20RK,33903301,"R$ 0,00","R$ 0,00"
20RK,33903301,"R$ 6.791,02","R$ 61.307,90"
20RK,33903301,"R$ 0,00","R$ 0,00"
20RK,33903301,"R$ 251.950,59","R$ 45.000,78"
20RK,33903302,"R$ 10.819,79","R$ 0,00"
20RK,33903302,"R$ 60.992,59","R$ 44.762,83"
20RK,33903310,"R$ 0,00","R$ 0,00"
20RK,33903501,"R$ 4.337,50","R$ 0,00"
8282,33903504,"R$ 0,00","R$ 17.564,90"
20RK,33903602,"R$ 6.615,80","R$ 0,00"
4572,33903628,"R$ 0,00","R$ 2.743,80"
4572,33903628,"R$ 5.144,88","R$ 0,00"
20GK,33903628,"R$ 0,00","R$ 0,00"
20RK,33903628,"R$ 0,00","R$ 0,00"
20RK,33903628,"R$ 0,00","R$ 0,00"
20RK,33903628,"R$ 0,00","R$ 0,00"
20RK,33903628,"R$ 0,00","R$ 0,00"
20RK,33903628,"R$ 0,00","R$ 0,00"
20RK,33903628,"R$ 0,00","R$ 109.266,33"
20RK,33903628,"R$ 0,00","R$ 0,00"
20RK,33903628,"R$ 4.513,27","R$ 0,00"
20RK,33903628,"R$ 3.060,23","R$ 0,00"
20RK,33903628,"R$ 0,00","R$ 1.819,85"
20RK,33903628,"R$ 187.181,13","R$ 0,00"
20RK,33903628,"R$ 0,00","R$ 0,00"
4002,33903701,"R$ 928.394,82","R$ 302.673,35"
6328,33903701,"R$ 0,00","R$ 13.619,83"
8282,33903701,"R$ 0,00","R$ 0,00"
8282,33903701,"R$ 4.742.861,06","R$ 0,00"
20GK,33903701,"R$ 0,00","R$ 14.238,11"
20RK,33903701,"R$ 0,00","R$ 0,00"
20RK,33903701,"R$ 0,00","R$ 0,00"
20RK,33903701,"R$ 0,00","R$ 0,00"
20RK,33903701,"R$ 2.889.621,45","R$ 0,00"
4002,33903702,"R$ 81.268,46","R$ 100.000,00"
4002,33903702,"R$ 180.541,43","R$ 0,00"
8282,33903702,"R$ 2.633.502,10","R$ 0,00"
20GK,33903702,"R$ 0,00","R$ 0,00"
20GK,33903702,"R$ 0,00","R$ 544.008,19"
20RK,33903702,"R$ 0,00","R$ 0,00"
20RK,33903702,"R$ 2.019.454,74","R$ 0,00"
4002,33903703,"R$ 165.000,00","R$ 0,00"
8282,33903703,"R$ 5.153.279,13","R$ 0,00"
20RK,33903703,"R$ 0,00","R$ 423.653,08"
20RK,33903703,"R$ 0,00","R$ 157.512,57"
20RK,33903703,"R$ 3.410.860,04","R$ 0,00"
20RK,33903703,"R$ 0,00","R$ 201.176,56"
8282,33903798,"R$ 0,00","R$ 114.391,17"
8282,33903901,"R$ 77.972,73","R$ 0,00"
20GK,33903901,"R$ 0,00","R$ 0,00"
20RK,33903901,"R$ 0,00","R$ 0,00"
20RK,33903901,"R$ 130.954,69","R$ 8.979,50"
8282,33903902,"R$ 36.768,35","R$ 0,00"
20RK,33903902,"R$ 0,00","R$ 0,00"
20RK,33903902,"R$ 348.979,11","R$ 39.138,21"
20RK,33903903,"R$ 58.776,78","R$ 14.775,54"
20RK,33903905,"R$ 0,00","R$ 0,00"
4002,33903912,"R$ 18.175,00","R$ 0,00"
8282,33903912,"R$ 18.175,00","R$ 0,00"
20RK,33903912,"R$ 0,00","R$ 0,00"
20RK,33903912,"R$ 127.225,00","R$ 0,00"
20GK,33903914,"R$ 0,00","R$ 0,00"
20RK,33903914,"R$ 13.081,05","R$ 19.490,25"
20RK,33903914,"R$ 0,00","R$ 0,00"
4002,33903916,"R$ 0,00","R$ 0,00"
4002,33903916,"R$ 0,00","R$ 0,00"
4002,33903916,"R$ 70.000,00","R$ 0,00"
4002,33903916,"R$ 0,00","R$ 47.911,00"
4572,33903916,"R$ 0,00","R$ 85.112,32"
8282,33903916,"R$ 0,00","R$ 73.896,82"
8282,33903916,"R$ 660.946,97","R$ 0,00"
20GK,33903916,"R$ 0,00","R$ 0,00"
20RK,33903916,"R$ 0,00","R$ 86.409,11"
20RK,33903916,"R$ 0,00","R$ 1.542,00"
20RK,33903916,"R$ 2.529.197,82","R$ 234.321,97"
8282,33903917,"R$ 0,00","R$ 1.785,50"
8282,33903917,"R$ 22.305,00","R$ 0,00"
20RK,33903917,"R$ 0,00","R$ 595,00"
20RK,33903917,"R$ 4.647,00","R$ 840,00"
8282,33903919,"R$ 70.082,11","R$ 0,00"
20GK,33903919,"R$ 0,00","R$ 0,00"
20RK,33903919,"R$ 0,00","R$ 0,00"
20RK,33903919,"R$ 33.133,45","R$ 0,00"
20RK,33903919,"R$ 0,00","R$ 84.681,79"
20RK,33903920,"R$ 0,00","R$ 2.040,00"
20GK,33903922,"R$ 0,00","R$ 0,00"
20RK,33903925,"R$ 0,00","R$ 0,00"
20RK,33903936,"R$ 0,00","R$ 0,00"
4002,33903941,"R$ 0,00","R$ 4.976,00"
4002,33903941,"R$ 740.072,49","R$ 0,00"
4002,33903941,"R$ 0,00","R$ 47.500,00"
4572,33903941,"R$ 0,00","R$ 30.860,00"
4002,33903943,"R$ 261.816,70","R$ 0,00"
4572,33903943,"R$ 0,00","R$ 728,83"
8282,33903943,"R$ 940.637,58","R$ 0,00"
20GK,33903943,"R$ 0,00","R$ 84.301,19"
20GK,33903943,"R$ 0,00","R$ 20.511,02"
20GK,33903943,"R$ 0,00","R$ 0,00"
20RK,33903943,"R$ 0,00","R$ 4.619,54"
20RK,33903943,"R$ 0,00","R$ 0,00"
20RK,33903943,"R$ 2.014.627,50","R$ 224.469,54"
4002,33903944,"R$ 249.917,09","R$ 0,00"
8282,33903944,"R$ 177.560,33","R$ 0,00"
20GK,33903944,"R$ 0,00","R$ 89.364,97"
20RK,33903944,"R$ 0,00","R$ 74,61"
20RK,33903944,"R$ 378.812,86","R$ 56.522,58"
4002,33903945,"R$ 18.729,54","R$ 0,00"
8282,33903945,"R$ 23.374,94","R$ 0,00"
20RK,33903945,"R$ 27.020,66","R$ 18.864,42"
8282,33903947,"R$ 24.276,60","R$ 0,00"
20RK,33903947,"R$ 17.386,93","R$ 8.636,03"
4572,33903948,"R$ 41.672,00","R$ 1.400,00"
20RK,33903948,"R$ 0,00","R$ 0,00"
20RK,33903948,"R$ 0,00","R$ 0,00"
20RK,33903948,"R$ 333,82","R$ 0,00"
20RK,33903950,"R$ 0,00","R$ 0,00"
4572,33903951,"R$ 0,00","R$ 16.696,00"
20RK,33903951,"R$ 0,00","R$ 0,00"
20RK,33903957,"R$ 0,00","R$ 0,00"
4002,33903958,"R$ 132.138,49","R$ 0,00"
4002,33903958,"R$ 0,00","R$ 0,00"
4572,33903958,"R$ 0,00","R$ 68.015,22"
8282,33903958,"R$ 0,00","R$ 2.529,25"
8282,33903958,"R$ 144.217,08","R$ 0,00"
20RK,33903958,"R$ 0,00","R$ 141.535,83"
20RK,33903958,"R$ 0,00","R$ 0,00"
20RK,33903958,"R$ 598.578,02","R$ 34.423,26"
4002,33903959,"R$ 0,00","R$ 0,00"
20RK,33903959,"R$ 26.800,00","R$ 3.800,00"
8282,33903963,"R$ 0,00","R$ 100,00"
20GK,33903963,"R$ 0,00","R$ 0,00"
20RK,33903963,"R$ 0,00","R$ 0,00"
20RK,33903963,"R$ 0,00","R$ 0,00"
20RK,33903963,"R$ 0,00","R$ 0,00"
20RK,33903963,"R$ 77.105,61","R$ 0,00"
20GK,33903965,"R$ 0,00","R$ 0,00"
20GK,33903965,"R$ 0,00","R$ 200.000,00"
20GK,33903965,"R$ 0,00","R$ 1.500.000,00"
20GK,33903965,"R$ 0,00","R$ 5.636.135,00"
20GK,33903965,"R$ 0,00","R$ 0,00"
20GK,33903965,"R$ 0,00","R$ 0,00"
20GK,33903965,"R$ 0,00","R$ 0,00"
20GK,33903965,"R$ 0,00","R$ 0,00"
20GK,33903965,"R$ 0,00","R$ 0,00"
20GK,33903965,"R$ 0,00","R$ 0,00"
20GK,33903965,"R$ 320.000,00","R$ 0,00"
20GK,33903965,"R$ 1.000.000,00","R$ 0,00"
20GK,33903965,"R$ 0,00","R$ 0,00"
20GK,33903965,"R$ 1.700.000,00","R$ 0,00"
20GK,33903965,"R$ 0,00","R$ 0,00"
20GK,33903965,"R$ 0,00","R$ 0,00"
20RK,33903965,"R$ 0,00","R$ 0,00"
20RK,33903965,"R$ 0,00","R$ 0,00"
4002,33903969,"R$ 34.435,15","R$ 0,00"
8282,33903969,"R$ 0,00","R$ 4.763,80"
20RK,33903969,"R$ 516,60","R$ 0,00"
20RK,33903969,"R$ 0,00","R$ 0,00"
20RK,33903969,"R$ 5.015,85","R$ 140,35"
20RK,33903969,"R$ 0,00","R$ 17.044,54"
4572,33903974,"R$ 0,00","R$ 0,00"
20RK,33903974,"R$ 410,00","R$ 0,00"
20RK,33903975,"R$ 2.316,00","R$ 0,00"
4572,33903978,"R$ 0,00","R$ 30.000,00"
8282,33903978,"R$ 32.730,00","R$ 0,00"
20RK,33903978,"R$ 0,00","R$ 3.650,00"
20RK,33903978,"R$ 0,00","R$ 0,00"
20RK,33903978,"R$ 73.839,03","R$ 6.362,93"
8282,33903979,"R$ 123.055,11","R$ 0,00"
20RK,33903979,"R$ 0,00","R$ 10.274,00"
20RK,33903979,"R$ 256.221,56","R$ 17.550,00"
8282,33903981,"R$ 1.514,37","R$ 0,00"
20RK,33903981,"R$ 161,12","R$ 0,00"
20RK,33903992,"R$ 0,00","R$ 0,00"
20RK,33903996,"R$ 0,00","R$ 0,00"
20GK,33903997,"R$ 0,00","R$ 16.831,22"
4009,33903998,"R$ 0,00","R$ 0,00"
4572,33903998,"R$ 0,00","R$ 0,00"
8282,33903998,"R$ 0,00","R$ 0,00"
20RK,33904006,"R$ 240.000,00","R$ 0,00"
20RK,33904007,"R$ 0,00","R$ 0,00"
8282,33904011,"R$ 26.000,00","R$ 0,00"
20RK,33904011,"R$ 0,00","R$ 137.469,72"
20RK,33904011,"R$ 26.000,00","R$ 0,00"
20RK,33904011,"R$ 129.162,31","R$ 26.000,00"
20RK,33904012,"R$ 0,00","R$ 10.037,00"
20RK,33904013,"R$ 0,00","R$ 7.287,43"
8282,33904016,"R$ 0,00","R$ 0,00"
20RK,33904020,"R$ 0,00","R$ 0,00"
4572,33904023,"R$ 0,00","R$ 0,00"
8282,33904023,"R$ 3.704,83","R$ 0,00"
20RK,33904023,"R$ 9.500,00","R$ 0,00"
20RK,33904702,"R$ 5.211,89","R$ 0,00"
8282,33904710,"R$ 70,50","R$ 0,00"
20RK,33904710,"R$ 0,00","R$ 0,00"
20RK,33904710,"R$ 132,00","R$ 0,00"
20RK,33904715,"R$ 5.446,83","R$ 0,00"
8282,33904722,"R$ 2.000,00","R$ 0,00"
20RK,33904722,"R$ 24.658,90","R$ 447,01"
20RK,33909233,"R$ 0,00","R$ 0,00"
20RK,33909233,"R$ 84.553,51","R$ 0,00"
4572,33909236,"R$ 122.027,25","R$ 0,00"
20RK,33909236,"R$ 0,00","R$ 0,00"
20RK,33909236,"R$ 0,00","R$ 0,00"
20RK,33909236,"R$ 0,00","R$ 0,00"
20RK,33909236,"R$ 95.357,97","R$ 0,00"
20RK,33909236,"R$ 1.437,03","R$ 0,00"
20RK,33909237,"R$ 3.281.689,95","R$ 0,00"
4002,33909239,"R$ 37.199,81","R$ 0,00"
4572,33909239,"R$ 0,00","R$ 0,00"
20RK,33909239,"R$ 0,00","R$ 0,00"
20RK,33909239,"R$ 0,00","R$ 0,00"
20RK,33909239,"R$ 588.296,05","R$ 0,00"
8282,33909247,"R$ 823,31","R$ 0,00"
20RK,33909247,"R$ 0,00","R$ 0,00"
20RK,33909247,"R$ 24.027,43","R$ 0,00"
4572,33909293,"R$ 450,00","R$ 0,00"
20RK,33909293,"R$ 0,00","R$ 0,00"
20RK,33909293,"R$ 2.982,22","R$ 0,00"
20RK,33909302,"R$ 0,00","R$ 0,00"
20RK,33909302,"R$ 0,00","R$ 0,00"
20RK,33909302,"R$ 790,00","R$ 0,00"
20RK,33909303,"R$ 41.200,83","R$ 0,00"
20RK,33909307,"R$ 0,00","R$ 2.694,63"
216H,33909307,"R$ 10.297,51","R$ 0,00"
4572,33909311,"R$ 167.424,58","R$ 17.545,59"
4572,33909311,"R$ 171.388,48","R$ 16.643,83"
20RK,33909311,"R$ 0,00","R$ 0,00"
20RK,33909314,"R$ 708,42","R$ 0,00"
20RK,33913901,"R$ 0,00","R$ 28.602,26"
20RK,33913901,"R$ 0,00","R$ 15.594,58"
4572,33913948,"R$ 0,00","R$ 0,00"
4572,33913948,"R$ 0,00","R$ 0,00"
4572,33913990,"R$ 0,00","R$ 0,00"
20RK,33913990,"R$ 39.030,92","R$ 0,00"
20RK,33914710,"R$ 0,00","R$ 0,00"
20GK,33914712,"R$ 0,00","R$ 0,00"
20RK,33914712,"R$ 0,00","R$ 0,00"
20RK,33914718,"R$ 0,00","R$ 0,00"
20RK,33914718,"R$ 0,00","R$ 0,00"
20RK,33914718,"R$ 17.309,68","R$ 0,00"
8282,44904005,"R$ 0,00","R$ 3.540,00"
8282,44904006,"R$ 0,00","R$ 8.148,00"
8282,44905180,"R$ 0,00","R$ 0,00"
8282,44905191,"R$ 0,00","R$ 0,00"
20RK,44905191,"R$ 0,00","R$ 0,00"
20RK,44905191,"R$ 0,00","R$ 0,00"
20RK,44905191,"R$ 0,00","R$ 0,00"
20RK,44905191,"R$ 0,00","R$ 0,00"
8282,44905192,"R$ 0,00","R$ 128.250,00"
20RK,44905192,"R$ 455.122,73","R$ 0,00"
4009,44905198,"R$ 0,00","R$ 0,00"
4009,44905198,"R$ 0,00","R$ 0,00"
4009,44905198,"R$ 0,00","R$ 0,00"
4009,44905198,"R$ 0,00","R$ 0,00"
20RK,44905204,"R$ 1.400,00","R$ 0,00"
8282,44905208,"R$ 0,00","R$ 23.187,03"
20GK,44905208,"R$ 0,00","R$ 32.343,48"
20RK,44905208,"R$ 0,00","R$ 0,00"
20RK,44905208,"R$ 0,00","R$ 0,00"
20RK,44905208,"R$ 0,00","R$ 0,00"
20RK,44905208,"R$ 12.649,33","R$ 140.880,59"
20RK,44905212,"R$ 0,00","R$ 34.283,80"
20RK,44905212,"R$ 795,00","R$ 6.599,48"
20RK,44905218,"R$ 0,00","R$ 0,00"
20RK,44905224,"R$ 0,00","R$ 0,00"
20RK,44905228,"R$ 0,00","R$ 0,00"
20RK,44905233,"R$ 0,00","R$ 0,00"
20RK,44905234,"R$ 0,00","R$ 0,00"
8282,44905235,"R$ 0,00","R$ 421.545,02"
20GK,44905235,"R$ 0,00","R$ 1.060,88"
20RK,44905235,"R$ 0,00","R$ 513,83"
20RK,44905235,"R$ 16.930,00","R$ 0,00"
20RK,44905237,"R$ 0,00","R$ 0,00"
20RK,44905239,"R$ 0,00","R$ 0,00"
20GK,44905241,"R$ 0,00","R$ 18.198,95"
8282,44905242,"R$ 0,00","R$ 0,00"
8282,44905242,"R$ 0,00","R$ 0,00"
20GK,44905242,"R$ 0,00","R$ 984,90"
20GK,44905242,"R$ 0,00","R$ 0,00"
20RK,44905242,"R$ 0,00","R$ 23.768,80"
20RK,44905242,"R$ 1.515,79","R$ 15.148,82"
20RK,44905243,"R$ 0,00","R$ 0,00"
20GK,44905245,"R$ 0,00","R$ 1.171,62"
20RK,44905251,"R$ 0,00","R$ 5.727,00"
4009,44905298,"R$ 0,00","R$ 0,00"
4086,44905298,"R$ 0,00","R$ 0,00"
6368,44905298,"R$ 0,00","R$ 0,00"
119T,44905298,"R$ 0,00","R$ 0,00"
20RK,44913981,"R$ 298,00","R$ 0,00"
