Codigo,Despesa,UO,orgao_ug_desp,UG,ug_desp,Valor,NaoProc
33909239,OUTROS SERVICOS DE TERCEIROS - PJ,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 0,00","R$ 15.937,45"
33909247,OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 0,00","R$ 191,38"
33909293,INDENIZACOES E RESTITUICOES,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 0,00","R$ 10.673,80"
33909302,RESTITUICOES,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 0,00","R$ 24.100,00"
33909307,INDENIZACAO DE MORADIA - PESSOAL CIVIL,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 2.694,63","R$ 0,00"
33909308,RESSARCIMENTO ASSISTENCIA MEDICA/ODONTOLOGICA,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 127.581,09","R$ 0,00"
33909311,RESSARCIMENTO DE MENSALIDADES,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154035,HOSPITAL UNIV. GAFFREE E GUINLE DA UNIRIO,"R$ 34.189,42","R$ 0,00"
33913901,ASSINATURAS DE PERIODICOS E ANUIDADES,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 44.196,84","R$ 0,00"
33913948,SERVICO DE SELECAO E TREINAMENTO,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 0,00","R$ 1.400,00"
33913990,SERVICOS DE PUBLICIDADE LEGAL,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 0,00","R$ 1.700,34"
33914710,TAXAS,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 0,00","R$ 0,00"
33914712,CONTRIBUICAO P/ O PIS/PASEP,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 0,00","R$ 0,00"
33914718,CONTRIB.PREVIDENCIARIAS-SERVICOS DE TERCEIROS,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 0,00","R$ 548,68"
33919247,OBRIGACOES TRIBUTARIAS E CONTRIBUTIVAS,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 0,00","R$ 82.789,52"
44904006,AQUISICAO DE SOFTWARE SOB ENCOMENDA OU CUSTOMIZADOS,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 11.688,00","R$ 0,00"
44905180,ESTUDOS E PROJETOS,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 0,00","R$ 161.019,50"
44905191,OBRAS EM ANDAMENTO,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 0,00","R$ 0,00"
44905192,INSTALACOES,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 128.250,00","R$ 0,00"
44905198,INSCRICAO DE RESTOS A PAGAR - OBRAS E INSTALACOES,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 0,00","R$ 51.647,50"
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 196.411,10","R$ 149.372,95"
44905212,APARELHOS E UTENSILIOS DOMESTICOS,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 40.883,28","R$ 0,00"
44905218,COLECOES E MATERIAIS BIBLIOGRAFICOS,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 0,00","R$ 60.362,97"
44905224,"EQUIPAMENTO DE PROTECAO, SEGURANCA E  SOCORRO",26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 0,00","R$ 3.750,00"
44905228,MAQUINAS E EQUIPAMENTOS DE NATUREZA INDUSTRIAL,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 0,00","R$ 80.119,00"
44905233,"EQUIPAMENTOS PARA AUDIO, VIDEO E FOTO",26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 0,00","R$ 1.056,99"
44905235,MATERIAL DE TIC (PERMANENTE),26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 423.119,73","R$ 0,00"
44905241,EQUIPAMENTOS DE TIC - COMPUTADORES,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 18.198,95","R$ 0,02"
44905242,MOBILIARIO EM GERAL,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 39.902,52","R$ 57.377,00"
44905245,EQUIPAMENTOS DE TIC - IMPRESSORAS,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 1.171,62","R$ 0,00"
44905251,PECAS NAO INCORPORAVEIS A IMOVEIS,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 5.727,00","R$ 0,00"
44905298,INSCRICAO DE RESTOS A PAGAR - EQUIPAMENTOS  E  MATERIALPERMANENTE,26269,UNIVERSIDADE FEDERAL DO ESTADO RIO DE JANEIRO,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,"R$ 0,00","R$ 58.732,00"
